Hex,レジ番号,所属国,時刻,現在緯度,現在経度,出発予測緯度,出発予測経度,到着予測緯度,到着予測経度
800c01,K7066,インド,2026-08-05 17:56:40,Shah Makhdum Airport (RJH / VGRJ),24.0175,88.5725
48d960,0001,ポーランド,2026-08-05 19:29:15,Kraków John Paul II International Airport (KRK / EPKK),50.3877,19.9362
48d960,0001,ポーランド,2026-08-05 20:44:58,Nörvenich Air Base (--- / ETNN),50.8128,6.3082
762af3,J-755,パキスタン,2026-08-05 20:44:58,Sir Bani Yas Airport (XSB / OMBY),23.0067,51.3629
48d960,0001,ポーランド,2026-08-05 21:58:33,Zerbst Airfield (--- / EDUZ),51.7786,12.2016
8a0855,PK-PJJ,インドネシア,2026-08-05 23:05:30,Soekarno-Hatta International Airport (CGK / WIII),-6.1713,106.5406
8a0855,PK-PJJ,インドネシア,2026-08-06 00:08:48,Japura Airport (RGT / WIBJ),-0.8195,102.2565
43c6f5,ZZ336,イギリス,2026-08-06 00:08:48,Oakey Army Aviation Centre (OKY / YBOK),-27.1227,151.8916
7cfa93,A62-001,オーストラリア,2026-08-06 03:33:12,Goulburn Airport (GUL / YGLB),-35.1373,149.8531
407a3f,G-GBNI,イギリス,2026-08-06 09:08:01,Salzburg Airport (SZG / LOWS),47.1782,12.9011
762bf4,J-756,パキスタン,2026-08-06 09:08:01,Bahawalpur Airport (BHV / OPBW),29.696,71.5976
33fff9,MM62174,イタリア,2026-08-06 09:08:01,Forlì-Luigi Ridolfi International Airport (FRL / LIPK),44.6071,11.9789
468111,273,ギリシャ,2026-08-06 09:08:01,Patras Araxos Agamemnon Airport (GPA / LGRX),37.9795,22.4793
407a3f,G-GBNI,イギリス,2026-08-06 11:31:29,Brač Airport (BWK / LDSB),42.7695,17.249
8a0855,PK-PJJ,インドネシア,2026-08-06 11:31:29,Japura Airport (RGT / WIBJ),-0.2566,102.1372
600806,4K-AI06,アゼルバイジャン,2026-08-06 11:31:29,Gorna Oryahovitsa Airport (GOZ / LBGO),42.9979,25.2793
477ff5,605,ハンガリー,2026-08-06 11:31:29,Szolnok Air Base (--- / LHSN),46.7277,20.7512
762bf4,J-756,パキスタン,2026-08-06 11:31:29,Aradah Airport (--- / OE55),21.8166,53.7432
4b7f44,T-751,スイス,2026-08-06 11:31:29,Sarajevo International Airport (SJJ / LQSA),43.7053,18.6046
800c3d,K7067,インド,2026-08-06 11:31:29,Coimbatore International Airport (CJB / VOCB),11.1203,77.1919
407a3f,G-GBNI,イギリス,2026-08-06 13:12:42,Brussels Airport (BRU / EBBR),51.0438,4.5727
600806,4K-AI06,アゼルバイジャン,2026-08-06 13:12:42,Gelendzhik Airport (GDZ / URKG),44.5184,37.679
e483ba,FAB2590,ブラジル,2026-08-06 13:12:42,Congonhas–Deputado Freitas Nobre Airport (CGH / SBSP),-23.7424,-46.7054
8953e3,V8-BKH,ブルネイ,2026-08-06 13:12:42,"Florence Airport, Peretola (FLR / LIRQ)",44.0206,11.3801
c2c363,330002,カナダ,2026-08-06 15:29:25,Calgary International Airport (YYC / CYYC),51.047,-113.035
48d960,0001,ポーランド,2026-08-06 15:29:25,Copernicus Wrocław Airport (WRO / EPWR),51.2612,16.7584
e483ba,FAB2590,ブラジル,2026-08-06 15:29:25,Leite Lopes Airport (RAO / SBRP),-20.9489,-47.6887
7cfa93,A62-001,オーストラリア,2026-08-07 00:30:51,Sydney Kingsford Smith International Airport (SYD / YSSY),-34.0027,151.0783
354556,T.22-2,スペイン,2026-08-07 00:30:51,Sintra Air Base (--- / LPST),38.903,-10.4118
7cfa93,A62-001,オーストラリア,2026-08-07 03:33:19,Coffs Harbour Airport (CFS / YCFS),-30.566,152.8409
0d088c,3910,メキシコ,2026-08-07 03:33:19,Capitán FAP Carlos Martínez de Pinillos International Airport (TRU / SPRU),-9.4245,-80.3733
4b8c2e,TC-TUR,トルコ,2026-08-07 05:19:20,İstanbul Atatürk Airport (ISL / LTBA),40.975,28.8154
4bd2b2,TC-TUR,トルコ,2026-08-07 05:19:20,Paphos International Airport (PFO / LCPH),35.1606,30.8661
407a3f,G-GBNI,イギリス,2026-08-07 06:37:42,Brighton City Airport (ESH / EGKA),50.9696,-0.4439
885334,HS-TYT,タイ王国,2026-08-07 06:37:42,Suvarnabhumi Airport (BKK / VTBS),13.4345,100.3968
505c09,OM-BYK,スロバキア,2026-08-07 06:37:42,Náměšť Air Base (--- / LKNA),49.1777,16.0838
407a3f,G-GBNI,イギリス,2026-08-07 07:56:57,Josep Tarradellas Barcelona-El Prat Airport (BCN / LEBL),40.8476,2.592
4b7f43,T-752,スイス,2026-08-07 07:56:57,Marina di Campo Airport (EBA / LIRJ),43.0248,9.9344
33fff9,MM62174,イタリア,2026-08-07 07:56:57,Turin Airport (TRN / LIMF),45.1966,7.6459
505c09,OM-BYK,スロバキア,2026-08-07 08:59:34,Grafenwöhr Army Air Field (--- / ETIC),49.7419,12.263
4b7f4c,T-785,スイス,2026-08-07 08:59:34,Payerne Air Base (VIP / LSMP),46.7703,6.7944
33fff9,MM62174,イタリア,2026-08-07 08:59:34,Brescia Gabriele d'Annunzio Airport (VBS / LIPO),45.3154,10.4899
407a3f,G-GBNI,イギリス,2026-08-07 10:06:31,Palma de Mallorca Airport (PMI / LEPA),40.0579,2.025
50815f,UR-ABA,ウクライナ,2026-08-07 10:06:31,Poprad-Tatry Airport (TAT / LZTT),49.3023,20.7474
3542c3,T.18-3,スペイン,2026-08-07 10:06:31,Cabo Rojo Airport (CBJ / MDCR),17.3075,-70.8814
4b7f4c,T-785,スイス,2026-08-07 10:06:31,Payerne Air Base (VIP / LSMP),46.7859,7.1936
33fff9,MM62174,イタリア,2026-08-07 10:06:31,Guidonia Air Base (--- / LIRG),42.222,12.5893
407a3f,G-GBNI,イギリス,2026-08-07 11:05:11,Angers Marcé airport (ANE / LFJR),47.1697,-0.56
800585,K7066,インド,2026-08-07 11:05:11,Gwalior Airport (GWL / VIGR),26.2537,77.2099
3542c3,T.18-3,スペイン,2026-08-07 11:05:11,Ernesto Cortissoz International Airport (BAQ / SKBQ),11.3885,-74.7366
354556,T.22-2,スペイン,2026-08-07 11:05:11,Baracoa Airport (MGN / SKMG),8.968,-74.7751
4b7f43,T-752,スイス,2026-08-07 11:05:11,Genoa Cristoforo Colombo Airport (GOA / LIMJ),44.5353,9.2152
4b7f4c,T-785,スイス,2026-08-07 11:05:11,Zürich Airport (ZRH / LSZH),47.3983,8.2612
8821ab,HS-HMK,タイ王国,2026-08-07 11:05:11,Chiang Mai International Airport (CNX / VTCC),18.4695,98.9919
407a3f,G-GBNI,イギリス,2026-08-07 11:54:00,London Stansted Airport (STN / EGSS),51.997,0.4031
c2c363,330002,カナダ,2026-08-07 11:54:00,Ottawa / Carp Airport (--- / CYRP),45.3617,-75.913
800585,K7066,インド,2026-08-07 11:54:00,Indira Gandhi International Airport (DEL / VIDP),28.5673,77.1122
8821ab,HS-HMK,タイ王国,2026-08-07 11:54:00,Don Mueang International Airport (DMK / VTBD),14.241,100.6928
3542c3,T.18-3,スペイン,2026-08-07 11:54:00,Matecaña International Airport (PEI / SKPE),5.2271,-75.9265
477ff5,605,ハンガリー,2026-08-07 12:44:48,Craiova International Airport (CRA / LRCV),44.1822,23.585
894082,A9C-HMH,バーレーン,2026-08-07 12:44:48,King Fahd International Airport (DMM / OEDF),26.4891,49.254
800c01,K7066,インド,2026-08-07 12:44:48,Vadodara International Airport (BDQ / VABO),22.4941,73.4741
c2c363,330002,カナダ,2026-08-07 14:00:54,Gimli Industrial Park Airport (YGM / CYGM),51.7905,-96.7604
e80648,985,チリ,2026-08-07 14:00:54,La Independencia Airport (--- / SCRG),-34.3481,-71.0046
477ff5,605,ハンガリー,2026-08-07 14:00:54,Chania International Airport (CHQ / LGSA),36.339,24.39
4bd2b2,TC-TUR,トルコ,2026-08-07 14:00:54,Al Mansurah Airbase (--- / HE32),30.9707,31.5558
800c01,K7066,インド,2026-08-07 14:00:54,Indira Gandhi International Airport (DEL / VIDP),28.5639,77.0993
407a3f,G-GBNI,イギリス,2026-08-07 15:02:49,Emmen Air Base (EML / LSME),47.0606,8.0828
c2c363,330002,カナダ,2026-08-07 15:02:49,Meadow Lake Airport (YLJ / CYLJ),53.9158,-108.5413
e80648,985,チリ,2026-08-07 15:02:49,El Tepual International Airport (PMC / SCTE),-41.7338,-72.4691
50815f,UR-ABA,ウクライナ,2026-08-07 15:02:49,Brașov-Ghimbav International Airport (GHV / LRBV),45.917,25.0774
4bd2b2,TC-TUR,トルコ,2026-08-07 15:02:49,Kütahya Airport (--- / LTBN),39.4539,29.2559
407a3f,G-GBNI,イギリス,2026-08-07 16:04:12,Amendola Air Base (--- / LIBA),41.6461,15.9168
477ff5,605,ハンガリー,2026-08-07 16:04:12,Dolna Mitropoliya Air Base (--- / LBPL),43.7329,24.9174
800c01,K7066,インド,2026-08-07 16:04:12,Safdarjung Airport (--- / VIDD),28.5648,77.317
407a3f,G-GBNI,イギリス,2026-08-07 17:03:40,Aktion National Airport (PVK / LGPZ),38.9238,20.7592
c2c363,330002,カナダ,2026-08-07 17:57:00,Lloydminster Airport (YLL / CYLL),53.0505,-111.7851
477ff5,605,ハンガリー,2026-08-07 17:57:00,Sibiu International Airport (SBZ / LRSB),45.5512,23.5883
e483ba,FAB2590,ブラジル,2026-08-07 17:57:00,Romeu Zema Airport (AAX / SBAX),-20.4951,-46.9568
407a3f,G-GBNI,イギリス,2026-08-07 18:57:48,Split Saint Jerome Airport (SPU / LDSP),43.3487,15.8664
407a3f,G-GBNI,イギリス,2026-08-07 19:53:33,Laupheim Air Base (--- / ETHL),48.3539,9.5913
407a3f,G-GBNI,イギリス,2026-08-07 20:31:45,Antwerp International Airport (Deurne) (ANR / EBAW),51.0533,4.091
e483ba,FAB2590,ブラジル,2026-08-07 22:46:18,Viracopos International Airport (VCP / SBKP),-22.5806,-47.0118
c87f00,NZ7571,ニュージーランド,2026-08-07 23:20:10,Ballina Byron Gateway Airport (BNK / YBNA),-28.7189,155.4975
e483ba,FAB2590,ブラジル,2026-08-07 23:20:10,Ten. Cel. Aviador César Bombonato Airport (UDI / SBUL),-19.009,-47.5854
c87f00,NZ7571,ニュージーランド,2026-08-07 23:52:42,Oakey Army Aviation Centre (OKY / YBOK),-27.097,152.3017
7cfa93,A62-001,オーストラリア,2026-08-08 02:45:48,Benalla Airport (BLN / YBLA),-37.1899,146.1354
354556,T.22-2,スペイン,2026-08-08 02:45:48,Alfonso López Pumarejo Airport (VUP / SKVP),10.3781,-73.5518
e940fb,FAB-002,ボリビア,2026-08-08 02:45:48,Caballococha Airport (--- / SPBC),-2.4783,-70.1093
800c01,K7066,インド,2026-08-08 02:45:48,Chaudhary Charan Singh International Airport (LKO / VILK),26.9337,81.0366
c87f00,NZ7571,ニュージーランド,2026-08-08 03:58:58,Darwin International Airport / RAAF Darwin (DRW / YPDN),-12.4281,130.9209
800c01,K7066,インド,2026-08-08 05:52:49,Moradabad Airport (MZS / VIMB),28.2102,78.7128
407a3f,G-GBNI,イギリス,2026-08-08 06:32:42,Brighton City Airport (ESH / EGKA),50.9447,-0.6455
354556,T.22-2,スペイン,2026-08-08 06:32:42,Fernando Luis Ribas Dominicci Airport (SIG / TJIG),20.5935,-66.0923
762bf4,J-756,パキスタン,2026-08-08 06:32:42,Aradah Airport (--- / OE55),21.8847,52.9784
800c01,K7066,インド,2026-08-08 06:32:42,Indira Gandhi International Airport (DEL / VIDP),28.5638,77.0998
407a3f,G-GBNI,イギリス,2026-08-08 07:32:15,Toulouse-Blagnac Airport (TLS / LFBO),43.6346,1.7794
0ac3a8,FAC0001,コロンビア,2026-08-08 07:32:15,Enrique Olaya Herrera Airport (EOH / SKMD),6.5234,-75.7509
800c01,K7066,インド,2026-08-08 07:32:15,Indira Gandhi International Airport (DEL / VIDP),28.5655,77.0996
407a3f,G-GBNI,イギリス,2026-08-08 08:09:00,Ibiza Airport (IBZ / LEIB),39.2915,1.7698
0ac3a8,FAC0001,コロンビア,2026-08-08 08:09:00,Ernesto Cortissoz International Airport (BAQ / SKBQ),10.6853,-74.9193
800c01,K7066,インド,2026-08-08 08:09:00,Agra Airport / Agra Air Force Station (AGR / VIAG),26.9816,78.3097
48d981,0112,ポーランド,2026-08-08 08:57:55,Warsaw Modlin Airport (WMI / EPMO),52.5708,20.7264
48d960,0001,ポーランド,2026-08-08 08:57:55,Warsaw Modlin Airport (WMI / EPMO),52.762,20.6519
407a3f,G-GBNI,イギリス,2026-08-08 09:46:19,Ibiza Airport (IBZ / LEIB),38.8741,1.3678
48d960,0001,ポーランド,2026-08-08 09:46:19,Olsztyn-Mazury Airport (SZY / EPSY),53.3032,21.3397
407a3f,G-GBNI,イギリス,2026-08-08 10:13:28,Reus Airport (REU / LERS),41.2239,1.1771
0200cc,CN-MVI,モロッコ,2026-08-08 10:13:28,Cherif Al Idrissi Airport (AHU / GMTA),35.4306,-4.4562
48d981,0112,ポーランド,2026-08-08 10:13:28,Minsk Mazowiecki Military Air Base (--- / EPMM),52.2274,21.7609
48d960,0001,ポーランド,2026-08-08 10:13:28,Minsk Mazowiecki Military Air Base (--- / EPMM),52.1525,21.8563
407a3f,G-GBNI,イギリス,2026-08-08 10:52:20,Niort - Marais Poitevin Airport (NIT / LFBN),46.2931,-0.534
407a3f,G-GBNI,イギリス,2026-08-08 11:18:47,Cherbourg Manche airport (CER / LFRC),49.868,-0.9563
48d982,0111,ポーランド,2026-08-08 11:18:47,Tomaszów Mazowiecki Military Air Base (--- / EPTM),50.8608,20.1717
407a3f,G-GBNI,イギリス,2026-08-08 11:48:44,London Stansted Airport (STN / EGSS),51.9518,0.3352
e483ba,FAB2590,ブラジル,2026-08-08 11:48:44,Poços de Caldas - Embaixador Walther Moreira Salles Airport (POO / SBPC),-21.2048,-46.8498
800c01,K7066,インド,2026-08-08 11:48:44,Gwalior Airport (GWL / VIGR),26.6528,78.9571
e483ba,FAB2590,ブラジル,2026-08-08 12:17:18,Santos Nero Moura Air Base / Guarujá Airport (SSZ / SBST),-23.91,-46.591
800c01,K7066,インド,2026-08-08 12:17:18,Indira Gandhi International Airport (DEL / VIDP),28.4742,76.9469
354556,T.22-2,スペイン,2026-08-08 13:16:23,Salamanca Airport (SLM / LESA),40.5465,-6.0398
e400d9,FAB2101,ブラジル,2026-08-08 13:16:23,Congonhas–Deputado Freitas Nobre Airport (CGH / SBSP),-23.6232,-46.6609
407a3f,G-GBNI,イギリス,2026-08-08 14:00:36,Chièvres Air Base (--- / EBCV),50.5513,3.74
c2c363,330002,カナダ,2026-08-08 14:00:36,Calgary / Springbank Airport (--- / CYBW),51.5587,-114.8947
354556,T.22-2,スペイン,2026-08-08 14:00:36,Ibiza Airport (IBZ / LEIB),39.5404,1.527
800c01,K7066,インド,2026-08-08 14:00:36,Bareilly Air Force Station (BEK / VIBY),27.3735,79.4937
407a3f,G-GBNI,イギリス,2026-08-08 14:40:30,Sankt Gallen Altenrhein Airport (ACH / LSZR),47.2944,10.4124
50815f,UR-ABA,ウクライナ,2026-08-08 14:40:30,Belgrade Nikola Tesla Airport (BEG / LYBE),44.7291,21.213
3542c3,T.18-3,スペイン,2026-08-08 14:40:30,Monte Real Air Base (--- / LPMR),39.9932,-11.322
354556,T.22-2,スペイン,2026-08-08 14:40:30,Palma de Mallorca Airport (PMI / LEPA),39.6224,2.9047
407a3f,G-GBNI,イギリス,2026-08-08 15:03:29,Pula Airport (PUY / LDPL),45.0404,13.4972
c2c363,330002,カナダ,2026-08-08 15:03:29,Slave Lake Airport (YZH / CYZH),54.9598,-114.7171
50815f,UR-ABA,ウクライナ,2026-08-08 15:03:29,Brașov-Ghimbav International Airport (GHV / LRBV),45.9023,24.8495
3542c3,T.18-3,スペイン,2026-08-08 15:03:29,Aerodromo de Castelo Branco (--- / LPCB),39.8407,-7.0837
c2c363,330002,カナダ,2026-08-08 15:39:16,Prince Albert Glass Field (YPA / CYPA),53.9918,-106.0861
3542c3,T.18-3,スペイン,2026-08-08 15:39:16,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5174,-3.4204
354556,T.22-2,スペイン,2026-08-08 15:39:16,Palma de Mallorca Airport (PMI / LEPA),39.5349,2.6877
c2c363,330002,カナダ,2026-08-08 16:01:35,Swan River Airport (ZJN / CZJN),52.8119,-100.9878
354556,T.22-2,スペイン,2026-08-08 16:01:35,Valencia Airport (VLC / LEVC),39.7592,-0.5102
c2c363,330002,カナダ,2026-08-08 16:46:23,Sioux Lookout Airport (YXL / CYXL),50.3812,-91.211
800c01,K7066,インド,2026-08-08 16:46:23,Bareilly Air Force Station (BEK / VIBY),27.839,79.583
407a3f,G-GBNI,イギリス,2026-08-08 17:15:18,Zadar Airport (ZAD / LDZD),44.0778,15.426
e400d9,FAB2101,ブラジル,2026-08-08 17:15:18,Congonhas–Deputado Freitas Nobre Airport (CGH / SBSP),-23.6259,-46.657
800c01,K7066,インド,2026-08-08 17:15:18,Indira Gandhi International Airport (DEL / VIDP),28.6379,76.7782
407a3f,G-GBNI,イギリス,2026-08-08 17:48:41,Bolzano Airport (BZO / LIPB),46.7726,11.506
c2c363,330002,カナダ,2026-08-08 17:48:41,North Bay Jack Garland Airport (YYB / CYYB),46.715,-78.9658
50815f,UR-ABA,ウクライナ,2026-08-08 17:48:41,Maramureș International Airport (BAY / LRBM),47.5447,24.661
e400d9,FAB2101,ブラジル,2026-08-08 17:48:41,Mário de Almeida Franco Airport (UBA / SBUR),-20.4,-47.7821
407a3f,G-GBNI,イギリス,2026-08-08 18:15:47,Karlsruhe Baden-Baden Airport (FKB / EDSB),48.9178,8.0919
c2c363,330002,カナダ,2026-08-08 18:15:47,Ottawa / Gatineau Airport (YND / CYND),45.5549,-75.495
50815f,UR-ABA,ウクライナ,2026-08-08 18:15:47,Košice International Airport (KSC / LZKZ),49.1322,21.0728
407a3f,G-GBNI,イギリス,2026-08-08 19:02:19,Wattisham Airfield (--- / EGUW),51.9622,0.9721
e483ba,FAB2590,ブラジル,2026-08-08 19:38:19,Congonhas–Deputado Freitas Nobre Airport (CGH / SBSP),-23.6338,-46.6515
e483ba,FAB2590,ブラジル,2026-08-08 20:00:47,Campo Fontenelle (--- / SBYS),-22.3862,-47.4107
498421,3085,チェコ,2026-08-08 21:42:06,Prague–Kbely Air Base (--- / LKKB),50.1217,14.532
498421,3085,チェコ,2026-08-08 22:40:19,Náměšť Air Base (--- / LKNA),49.164,16.1751
498421,3085,チェコ,2026-08-08 23:03:53,Szolnok Air Base (--- / LHSN),47.5291,20.1483
498421,3085,チェコ,2026-08-08 23:39:11,Bucharest Henri Coandă International Airport (OTP / LROP),45.0674,25.9935
7cfa93,A62-001,オーストラリア,2026-08-09 00:01:35,Benalla Airport (BLN / YBLA),-36.8782,145.8927
498421,3085,チェコ,2026-08-09 00:01:35,Bucharest Henri Coandă International Airport (OTP / LROP),44.7924,26.5764
c87f00,NZ7571,ニュージーランド,2026-08-09 02:22:19,Kingaroy Airport (KGY / YKRY),-26.6943,151.5392
800c01,K7066,インド,2026-08-09 02:22:19,Indira Gandhi International Airport (DEL / VIDP),28.5642,76.7674
498421,3085,チェコ,2026-08-09 03:56:21,Rize–Artvin Airport (RZV / LTFO),41.2152,41.3231
c87f00,NZ7571,ニュージーランド,2026-08-09 05:03:44,RNZAF Base Auckland-Whenuapai (--- / NZWP),-36.779,174.6492
800c01,K7066,インド,2026-08-09 05:03:44,Indira Gandhi International Airport (DEL / VIDP),28.8692,76.9988
894082,A9C-HMH,バーレーン,2026-08-09 05:54:20,Bahrain International Airport (BAH / OBBI),26.3496,50.7496
407a3f,G-GBNI,イギリス,2026-08-09 06:43:31,Chièvres Air Base (--- / EBCV),50.4755,3.7758
498421,3085,チェコ,2026-08-09 06:43:31,Vodochody Airport (VOD / LKVO),50.1574,14.3606
800c01,K7066,インド,2026-08-09 06:43:31,Noida International Airport (DXN / IN-0392),28.0907,77.1535
407a3f,G-GBNI,イギリス,2026-08-09 07:41:05,Piacenza San Damiano Air Base (--- / LIMS),44.5256,9.8407
c87f00,NZ7571,ニュージーランド,2026-08-09 07:41:05,Wanganui Airport (WAG / NZWU),-39.9429,175.1347
70c0b7,A4O-HMS,オマーン,2026-08-09 07:41:05,Al Bateen Executive Airport (AZI / OMAD),24.4847,54.0906
70c0b7,A4O-HMS,オマーン,2026-08-09 08:24:04,Hamad International Airport (DOH / OTHH),25.2805,51.6157
c87f00,NZ7571,ニュージーランド,2026-08-09 09:09:51,Christchurch International Airport (CHC / NZCH),-43.1942,172.9113
800c01,K7066,インド,2026-08-09 09:09:51,Kishangarh Airport Ajmer (KQH / VIKG),27.0461,75.1471
70c0b7,A4O-HMS,オマーン,2026-08-09 10:29:04,Sir Bani Yas Airport (XSB / OMBY),24.8385,53.1377
407a3f,G-GBNI,イギリス,2026-08-09 11:03:44,Pisa International Airport (PSA / LIRP),43.5681,9.9104
800c01,K7066,インド,2026-08-09 11:03:44,Indira Gandhi International Airport (DEL / VIDP),28.1593,76.9192
407a3f,G-GBNI,イギリス,2026-08-09 11:38:48,Dole Tavaux Airport (DLE / LFGJ),46.9603,5.9012
341391,T.18-2,スペイン,2026-08-09 11:38:48,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.2909,-2.6855
407a3f,G-GBNI,イギリス,2026-08-09 12:01:34,Charles de Gaulle International Airport (CDG / LFPG),48.9594,2.9549
341391,T.18-2,スペイン,2026-08-09 12:01:34,Ibiza Airport (IBZ / LEIB),39.3519,0.8456
510055,EW-301PJ,ベラルーシ,2026-08-09 12:01:34,Lachin International Airport (LHL / UBLC),40.1346,45.6853
510055,EW-301PJ,ベラルーシ,2026-08-09 13:57:17,Afyon Air Base (AFY / LTAH),38.8592,30.2838
341391,T.18-2,スペイン,2026-08-09 14:36:05,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.3594,-2.3569
510055,EW-301PJ,ベラルーシ,2026-08-09 14:36:05,Milas Bodrum International Airport (BJV / LTFE),37.2149,27.8162
800c01,K7066,インド,2026-08-09 14:36:05,Jaipur International Airport (JAI / VIJP),26.5157,76.8385
407a3f,G-GBNI,イギリス,2026-08-09 15:04:51,Brussels South Charleroi Airport (CRL / EBCI),50.4901,4.3244
0200cc,CN-MVI,モロッコ,2026-08-09 15:04:51,Sania Ramel Airport (TTU / GMTN),35.1556,-5.6145
407a3f,G-GBNI,イギリス,2026-08-09 15:42:17,Memmingen Allgau Airport (FMM / EDJA),47.6679,10.0864
0200cc,CN-MVI,モロッコ,2026-08-09 15:42:17,Rabat-Salé Airport (RBA / GMME),34.0882,-6.7245
407a3f,G-GBNI,イギリス,2026-08-09 16:04:51,Venice Marco Polo Airport (VCE / LIPZ),45.318,12.4842
407a3f,G-GBNI,イギリス,2026-08-09 16:49:56,Brindisi Airport (BDS / LIBR),40.575,17.7328
0ac3a8,FAC0001,コロンビア,2026-08-09 16:49:56,Ernesto Cortissoz International Airport (BAQ / SKBQ),10.8626,-74.6557
48d982,0111,ポーランド,2026-08-09 16:49:56,Gdańsk Lech Wałęsa Airport (GDN / EPGD),54.0249,18.3255
407a3f,G-GBNI,イギリス,2026-08-09 17:18:15,Zakynthos International Airport Dionysios Solomos (ZTH / LGZA),37.7184,20.3961
0ac3a8,FAC0001,コロンビア,2026-08-09 17:18:15,El Bagre Airport (EBG / SKEB),7.5037,-74.8047
800c01,K7066,インド,2026-08-09 17:18:15,Agra Airport / Agra Air Force Station (AGR / VIAG),26.7953,77.1822
48d982,0111,ポーランド,2026-08-09 17:52:06,Warsaw Modlin Airport (WMI / EPMO),52.5821,20.0323
800c01,K7066,インド,2026-08-09 17:52:06,Indira Gandhi International Airport (DEL / VIDP),28.7396,76.5336
407a3f,G-GBNI,イギリス,2026-08-09 19:46:39,Tirana International Airport Mother Teresa (TIA / LATI),41.6644,19.3398
407a3f,G-GBNI,イギリス,2026-08-09 20:13:21,Banja Luka International Airport (BNX / LQBK),44.3801,16.7281
407a3f,G-GBNI,イギリス,2026-08-09 20:53:16,Munich Airport (MUC / EDDM),47.9804,12.2822
407a3f,G-GBNI,イギリス,2026-08-09 21:21:55,Mainz-Finthen Airfield (--- / EDFZ),49.7749,8.0487
407a3f,G-GBNI,イギリス,2026-08-09 21:55:10,Ostend-Bruges International Airport (OST / EBOS),51.6395,2.6379
0ac3a8,FAC0001,コロンビア,2026-08-09 22:59:33,Enrique Olaya Herrera Airport (EOH / SKMD),6.4083,-75.5121
0ac3a8,FAC0001,コロンビア,2026-08-09 23:38:49,Ernesto Cortissoz International Airport (BAQ / SKBQ),10.7203,-74.9108
43c6f5,ZZ336,イギリス,2026-08-10 00:03:32,Sunshine Coast Airport (MCY / YBSU),-26.9229,154.5232
c87f01,NZ7572,ニュージーランド,2026-08-10 02:28:50,Christchurch International Airport (CHC / NZCH),-43.4305,172.4468
8953c7,V8-MHB,ブルネイ,2026-08-10 02:28:50,Brunei International Airport (BWN / WBSB),5.5654,113.9292
800c01,K7066,インド,2026-08-10 02:28:50,Indira Gandhi International Airport (DEL / VIDP),28.5696,77.1439
477ff7,074,ハンガリー,2026-08-10 04:14:33,Nuremberg Airport (NUE / EDDN),49.1216,11.0821
885336,HS-TYV,タイ王国,2026-08-10 06:58:21,Kamphaeng Saen Airport (KDT / VTBK),14.1657,100.3072
0200cc,CN-MVI,モロッコ,2026-08-10 06:58:21,Alicante-Elche Miguel Hernández Airport (ALC / LEAL),38.5331,0.2471
510055,EW-301PJ,ベラルーシ,2026-08-10 06:58:21,Ganja International Airport (GNJ / UBBG),40.5401,46.3228
c87f01,NZ7572,ニュージーランド,2026-08-10 06:58:21,Palmerston North Airport (PMR / NZPM),-40.2359,175.6708
33fff9,MM62174,イタリア,2026-08-10 06:58:21,Rome–Fiumicino Leonardo da Vinci International Airport (FCO / LIRF),41.885,11.6962
0200cc,CN-MVI,モロッコ,2026-08-10 08:42:24,Olbia Costa Smeralda Airport (OLB / LIEO),40.8963,9.5035
48d960,0001,ポーランド,2026-08-10 08:42:24,Rothenburg/Görlitz Airfield (--- / EDBR),51.7637,15.1495
510055,EW-301PJ,ベラルーシ,2026-08-10 08:42:24,Aktau International Airport (SCO / UATE),43.2156,50.505
c87f01,NZ7572,ニュージーランド,2026-08-10 08:42:24,RNZAF Base Auckland-Whenuapai (--- / NZWP),-36.716,174.7527
477ff5,605,ハンガリー,2026-08-10 08:42:24,Brașov-Ghimbav International Airport (GHV / LRBV),45.4885,25.6585
4b7f4c,T-785,スイス,2026-08-10 08:42:24,Bodensee Airport Friedrichshafen (FDH / EDNY),47.6205,9.3798
33fff9,MM62174,イタリア,2026-08-10 08:42:24,Viterbo Airport (--- / LIRV),42.6847,12.4027
0200cc,CN-MVI,モロッコ,2026-08-10 10:02:25,Ioannina King Pyrrhus National Airport (IOA / LGIO),39.6013,20.5302
3542c5,T.18-5,スペイン,2026-08-10 10:02:25,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5179,-3.4197
4b7f4c,T-785,スイス,2026-08-10 10:02:25,Emmen Air Base (EML / LSME),47.2063,7.9014
48d981,0112,ポーランド,2026-08-10 11:16:52,Rzeszów-Jasionka Airport (RZE / EPRZ),50.107,22.227
48d960,0001,ポーランド,2026-08-10 11:16:52,Zielona Góra-Babimost Airport (IEG / EPZG),52.3145,14.8454
0200cc,CN-MVI,モロッコ,2026-08-10 12:03:20,Crotone Sant'Anna Pythagoras Airport (CRV / LIBC),39.3466,18.1033
48d981,0112,ポーランド,2026-08-10 12:03:20,Kraków John Paul II International Airport (KRK / EPKK),50.1956,20.4378
33fff9,MM62174,イタリア,2026-08-10 12:03:20,Foggia Gino Lisa Airport (FOG / LIBF),41.0891,15.937
