Hex,レジ番号,所属国,時刻,現在緯度,現在経度,出発予測緯度,出発予測経度,到着予測緯度,到着予測経度
e483ba,FAB2590,ブラジル,2026-08-16 20:49:21,Ten. Cel. Aviador César Bombonato Airport (UDI / SBUL),-19.1745,-48.0278
407a3f,G-GBNI,イギリス,2026-08-16 21:02:19,Brussels Airport (BRU / EBBR),50.9945,4.1723
407a3f,G-GBNI,イギリス,2026-08-16 21:29:58,London Stansted Airport (STN / EGSS),51.8175,0.3071
0ac3a8,FAC0001,コロンビア,2026-08-16 21:29:58,El Caraño Airport (UIB / SKUI),5.6411,-76.3548
0ac3a8,FAC0001,コロンビア,2026-08-16 22:00:17,Las Brujas Airport (CZU / SKCZ),9.2597,-75.2997
c87f01,NZ7572,ニュージーランド,2026-08-16 23:47:52,Darwin International Airport / RAAF Darwin (DRW / YPDN),-12.4723,131.0644
885336,HS-TYV,タイ王国,2026-08-17 02:48:43,U-Tapao–Rayong–Pattaya International Airport (UTP / VTBU),12.2551,101.1282
75026d,9M-NAB,マレーシア,2026-08-17 02:48:43,Sultan Abdul Aziz Shah International Airport (SZB / WMSA),3.5052,101.4054
c87f01,NZ7572,ニュージーランド,2026-08-17 02:48:43,Gold Coast Airport (OOL / YBCG),-27.8509,153.7673
8953e3,V8-BKH,ブルネイ,2026-08-17 03:36:22,Don Mueang International Airport (DMK / VTBD),13.9719,100.6381
800c01,K7066,インド,2026-08-17 04:23:20,Navi Mumbai International Airport (NMI / IN-0276),18.585,73.3614
c87f01,NZ7572,ニュージーランド,2026-08-17 05:05:12,RNZAF Base Auckland-Whenuapai (--- / NZWP),-36.7182,174.7492
4680d1,9A-CRO,クロアチア,2026-08-17 05:05:12,Aktion National Airport (PVK / LGPZ),39.2207,20.6529
516001,4O-MNE,モンテネグロ,2026-08-17 05:46:22,Zagreb Franjo Tuđman International Airport (ZAG / LDZA),45.6054,16.2947
4680d1,9A-CRO,クロアチア,2026-08-17 05:46:22,Amendola Air Base (--- / LIBA),42.198,15.77
516001,4O-MNE,モンテネグロ,2026-08-17 06:22:06,Landshut Airfield (--- / EDML),48.6432,12.2184
4680d1,9A-CRO,クロアチア,2026-08-17 06:22:06,Venice Marco Polo Airport (VCE / LIPZ),45.5553,12.2508
800c01,K7066,インド,2026-08-17 06:22:06,Vadodara International Airport (BDQ / VABO),22.035,73.2915
477ff4,604,ハンガリー,2026-08-17 07:29:01,Kunovice Airport (UHE / LKKU),49.1915,17.3729
70c0b7,A4O-HMS,オマーン,2026-08-17 07:29:01,Sas Al Nakheel Air Base (--- / AE-0221),24.5224,54.5255
43c6f9,ZZ336,イギリス,2026-08-17 07:29:01,Glasgow Prestwick Airport (PIK / EGPK),55.4761,-4.5014
8953e3,V8-BKH,ブルネイ,2026-08-17 07:29:01,Battambang Airport (BBM / VDBG),12.4188,103.4953
800c01,K7066,インド,2026-08-17 07:29:01,Noida International Airport (DXN / IN-0392),28.432,78.2594
477ff4,604,ハンガリー,2026-08-17 08:08:54,Nuremberg Airport (NUE / EDDN),49.1732,10.9394
4b7f4c,T-785,スイス,2026-08-17 08:08:54,Alpnach Air Base (--- / LSMA),46.9973,8.0761
43c6f9,ZZ336,イギリス,2026-08-17 08:08:54,Norwich Airport (NWI / EGSH),53.2644,1.3819
4b7f4c,T-785,スイス,2026-08-17 08:59:13,Bern Airport (BRN / LSZB),46.9103,7.5043
43c6f9,ZZ336,イギリス,2026-08-17 08:59:13,Norwich Airport (NWI / EGSH),53.4135,1.9187
4680d1,9A-CRO,クロアチア,2026-08-17 08:59:13,Marche Airport (AOI / LIPY),43.5839,14.3196
800c01,K7066,インド,2026-08-17 08:59:13,Moradabad Airport (MZS / VIMB),28.6308,78.2408
894016,A9C-HWR,バーレーン,2026-08-17 09:50:23,East Midlands Airport (EMA / EGNX),52.785,-1.4974
477ff4,604,ハンガリー,2026-08-17 09:50:23,Niederstetten Army Air Base (--- / ETHN),49.6556,9.4309
70c0b7,A4O-HMS,オマーン,2026-08-17 09:50:23,Zayed International Airport (AUH / OMAA),24.4444,54.6314
4b7f4c,T-785,スイス,2026-08-17 09:50:23,Kassel Airport (KSF / EDVK),51.4073,9.6375
43c6f9,ZZ336,イギリス,2026-08-17 09:50:23,Newcastle International Airport (NCL / EGNT),55.987,0.3687
4680d1,9A-CRO,クロアチア,2026-08-17 09:50:23,Aktion National Airport (PVK / LGPZ),39.2441,20.563
894016,A9C-HWR,バーレーン,2026-08-17 10:17:50,Barrow Walney Island Airport (BWF / EGNL),54.3414,-2.5591
48d960,0001,ポーランド,2026-08-17 10:17:50,Katowice Wojciech Korfanty International Airport (KTW / EPKT),50.8476,20.0821
477ff4,604,ハンガリー,2026-08-17 10:17:50,České Budějovice South Bohemian Airport (JCL / LKCS),49.2939,15.0711
70c0b7,A4O-HMS,オマーン,2026-08-17 10:17:50,Suhar International Airport (OHS / OOSH),23.8096,56.5859
43c6f9,ZZ336,イギリス,2026-08-17 10:17:50,Newcastle International Airport (NCL / EGNT),55.7726,0.9966
4680d1,9A-CRO,クロアチア,2026-08-17 10:17:50,Elefsis Air Base (--- / LGEL),37.9395,23.5562
894016,A9C-HWR,バーレーン,2026-08-17 10:51:39,Warton Aerodrome (WRT / EGNO),54.0101,-2.815
354556,T.22-2,スペイン,2026-08-17 10:51:39,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.7473,-3.4158
477ff4,604,ハンガリー,2026-08-17 10:51:39,Kecskemét Air Base (--- / LHKE),47.0033,19.5536
43c6f9,ZZ336,イギリス,2026-08-17 10:51:39,Newcastle International Airport (NCL / EGNT),55.7979,0.1085
885336,HS-TYV,タイ王国,2026-08-17 11:12:59,Goulburn Airport (GUL / YGLB),-34.4887,149.8474
894016,A9C-HWR,バーレーン,2026-08-17 11:12:59,Cranfield Airport (--- / EGTC),52.2297,-0.679
354556,T.22-2,スペイン,2026-08-17 11:12:59,Valladolid Airport (VLL / LEVD),41.6694,-4.7922
48d960,0001,ポーランド,2026-08-17 11:12:59,Warsaw Radom Airport (RDO / EPRA),51.6422,20.8895
43c6f9,ZZ336,イギリス,2026-08-17 11:12:59,Newcastle International Airport (NCL / EGNT),55.9577,-0.0139
885336,HS-TYV,タイ王国,2026-08-17 11:42:27,Sydney Kingsford Smith International Airport (SYD / YSSY),-33.938,151.1794
354556,T.22-2,スペイン,2026-08-17 11:42:27,Valladolid Airport (VLL / LEVD),41.5269,-4.7515
e483ba,FAB2590,ブラジル,2026-08-17 11:42:27,Romeu Zema Airport (AAX / SBAX),-19.7742,-47.0608
4b7f4c,T-785,スイス,2026-08-17 11:42:27,Fritzlar Army Airfield (FRZ / ETHF),50.8952,9.0354
43c6f5,ZZ336,イギリス,2026-08-17 11:42:27,Glasgow Prestwick Airport (PIK / EGPK),54.9846,-4.1926
43c6f9,ZZ336,イギリス,2026-08-17 11:42:27,Newcastle International Airport (NCL / EGNT),55.8163,0.1238
8953c7,V8-MHB,ブルネイ,2026-08-17 11:42:27,Brindisi Airport (BDS / LIBR),40.478,18.0425
354556,T.22-2,スペイン,2026-08-17 12:00:13,Madrid-Cuatro Vientos Airport (--- / LECU),40.3569,-3.8036
e483ba,FAB2590,ブラジル,2026-08-17 12:00:13,Poços de Caldas - Embaixador Walther Moreira Salles Airport (POO / SBPC),-21.9375,-46.7344
4b7f4c,T-785,スイス,2026-08-17 12:00:13,Stuttgart Airport (STR / EDDS),48.5553,9.0447
43c6f5,ZZ336,イギリス,2026-08-17 12:00:13,RAF Topcliffe (--- / EGXZ),54.2052,-0.8261
43c6f9,ZZ336,イギリス,2026-08-17 12:00:13,Newcastle International Airport (NCL / EGNT),55.9448,-0.7236
8953c7,V8-MHB,ブルネイ,2026-08-17 12:00:13,Kozani National Airport Filippos (KZI / LGKZ),40.5354,21.4006
c2c363,330002,カナダ,2026-08-17 12:59:27,St Jean Airport (YJN / CYJN),45.2721,-73.0379
498421,3085,チェコ,2026-08-17 12:59:27,Kristianstad Airport (KID / ESMK),55.759,14.5476
4b7f4c,T-785,スイス,2026-08-17 12:59:27,Grenchen Airfield (--- / LSZG),47.1242,7.5559
43c6f5,ZZ336,イギリス,2026-08-17 12:59:27,RAF Coningsby (QCY / EGXC),53.3062,0.8952
e400d9,FAB2101,ブラジル,2026-08-17 12:59:27,Tucuruí Airport (TUR / SBTU),-3.6576,-49.8144
48ad06,SP-LIG,ポーランド,2026-08-17 12:59:27,Košice International Airport (KSC / LZKZ),48.9762,21.3544
c2c363,330002,カナダ,2026-08-17 13:44:39,Halifax / Stanfield International Airport (YHZ / CYHZ),44.9149,-63.8773
894082,A9C-HMH,バーレーン,2026-08-17 13:44:39,Palmyra Airport (PMS / OSPR),35.0688,38.0302
498421,3085,チェコ,2026-08-17 13:44:39,Söderhamn Airport (SOO / ESNY),61.3453,17.6521
43c6f5,ZZ336,イギリス,2026-08-17 13:44:39,Norwich Airport (NWI / EGSH),53.3825,1.7083
ae0006,98-0001,アメリカ,2026-08-17 14:11:39,West Woodward Airport (WWR / KWWR),36.0248,-98.9071
43c6f5,ZZ336,イギリス,2026-08-17 14:11:39,Norwich Airport (NWI / EGSH),53.4405,1.2148
800c01,K7066,インド,2026-08-17 14:11:39,Navi Mumbai International Airport (NMI / IN-0276),18.995,73.1483
ae0006,98-0001,アメリカ,2026-08-17 14:44:46,West Woodward Airport (WWR / KWWR),35.9368,-98.8321
4d403f,3A-MGA,モナコ,2026-08-17 14:44:46,Chalons Vatry airport (XCR / LFOK),48.533,4.2453
43c6f5,ZZ336,イギリス,2026-08-17 14:44:46,Norwich Airport (NWI / EGSH),53.1262,2.4046
894082,A9C-HMH,バーレーン,2026-08-17 15:05:03,Kyurdamir Air Base (--- / UB14),40.7535,48.5019
498421,3085,チェコ,2026-08-17 15:05:03,Örnsköldsvik Airport (OER / ESNO),63.1675,18.7499
48d980,0110,ポーランド,2026-08-17 15:05:03,Debrecen International Airport (DEB / LHDC),47.4847,21.2934
ae0006,98-0001,アメリカ,2026-08-17 15:05:03,Vance Air Force Base (END / KEND),36.3307,-97.9496
4d403f,3A-MGA,モナコ,2026-08-17 15:05:03,Lyon Bron Airport (LYN / LFLY),45.9225,4.9123
43c6f5,ZZ336,イギリス,2026-08-17 15:05:03,Norwich Airport (NWI / EGSH),53.1898,2.3781
498421,3085,チェコ,2026-08-17 15:35:48,Stockholm Västerås Airport (VST / ESOW),59.6499,16.1585
4d403f,3A-MGA,モナコ,2026-08-17 15:35:48,Nice-Côte d'Azur Airport (NCE / LFMN),43.6261,7.1699
43c6f5,ZZ336,イギリス,2026-08-17 15:35:48,Norwich Airport (NWI / EGSH),53.2498,2.2034
c2c363,330002,カナダ,2026-08-17 15:56:01,Port Hawkesbury Airport (YPS / CYPD),43.7748,-61.157
498421,3085,チェコ,2026-08-17 15:56:01,Växjö Kronoberg Airport (VXO / ESMX),57.2066,14.6346
43c6f5,ZZ336,イギリス,2026-08-17 15:56:01,Leeds East Airport (--- / EGXG),54.1312,-0.541
498421,3085,チェコ,2026-08-17 16:24:08,Heringsdorf Airport (HDF / EDAH),53.652,13.9579
43c6f5,ZZ336,イギリス,2026-08-17 16:24:08,Glasgow Prestwick Airport (PIK / EGPK),55.2128,-4.6314
8953c7,V8-MHB,ブルネイ,2026-08-17 16:24:08,Kyurdamir Air Base (--- / UB14),40.1783,47.9763
498421,3085,チェコ,2026-08-17 16:53:57,Kostomlaty Airstrip (--- / CZ-0244),50.2559,14.7733
48d980,0110,ポーランド,2026-08-17 17:19:43,Košice International Airport (KSC / LZKZ),48.7356,21.2587
48d980,0110,ポーランド,2026-08-17 17:49:31,Rzeszów-Jasionka Airport (RZE / EPRZ),50.1117,22.012
ae0006,98-0001,アメリカ,2026-08-17 17:49:31,West Woodward Airport (WWR / KWWR),36.7639,-98.7495
48d980,0110,ポーランド,2026-08-17 19:01:55,Warsaw Chopin Airport (WAW / EPWA),52.0139,21.2137
8953c7,V8-MHB,ブルネイ,2026-08-17 19:35:23,Indira Gandhi International Airport (DEL / VIDP),27.8839,76.2216
e483ba,FAB2590,ブラジル,2026-08-17 19:56:03,Leite Lopes Airport (RAO / SBRP),-20.8789,-47.7939
8953c7,V8-MHB,ブルネイ,2026-08-17 19:56:03,Gwalior Airport (GWL / VIGR),26.8908,79.0695
894082,A9C-HMH,バーレーン,2026-08-17 20:23:55,Yongning Air Base (--- / CN-0022),40.3788,116.1879
894082,A9C-HMH,バーレーン,2026-08-17 20:51:20,Jinan Yaoqiang International Airport (TNA / ZSJN),36.8001,117.2136
0d01e0,3520,メキシコ,2026-08-17 20:51:20,Monterrey International Airport (MTY / MMMY),25.1838,-99.4205
ae0006,98-0001,アメリカ,2026-08-17 20:51:20,West Woodward Airport (WWR / KWWR),36.7767,-98.7419
ae0006,98-0001,アメリカ,2026-08-17 21:13:08,West Woodward Airport (WWR / KWWR),36.8867,-98.938
8953c7,V8-MHB,ブルネイ,2026-08-17 21:13:08,Netaji Subhash Chandra Bose International Airport (CCU / VECC),21.5252,88.1991
8953c7,V8-MHB,ブルネイ,2026-08-17 21:42:23,Sittwe Airport (AKY / VYSW),19.1082,91.2158
8953c7,V8-MHB,ブルネイ,2026-08-17 22:00:37,Thandwe Airport (SNW / VYTD),17.7717,93.3063
8953c7,V8-MHB,ブルネイ,2026-08-17 22:32:48,Yangon International Airport (RGN / VYYY),15.7569,97.0166
e400d9,FAB2101,ブラジル,2026-08-17 22:54:27,Tucuruí Airport (TUR / SBTU),-4.0868,-49.9073
8953c7,V8-MHB,ブルネイ,2026-08-17 22:54:27,Dawei Airport (TVY / VYDW),14.806,98.7994
e400d9,FAB2101,ブラジル,2026-08-17 23:17:16,Araguaína Airport (AUX / SWGN),-6.834,-49.1476
8953c7,V8-MHB,ブルネイ,2026-08-17 23:17:16,Trat Airport (TDX / VTBO),13.1713,102.0627
8953c7,V8-MHB,ブルネイ,2026-08-18 01:25:58,Brunei International Airport (BWN / WBSB),4.9648,114.9407
885334,HS-TYT,タイ王国,2026-08-18 02:35:30,Don Mueang International Airport (DMK / VTBD),13.8016,100.4409
885334,HS-TYT,タイ王国,2026-08-18 06:17:33,Roi Et Airport (ROI / VTUV),16.4167,103.5323
477ff4,604,ハンガリー,2026-08-18 07:09:37,Kecskemét Air Base (--- / LHKE),46.6886,19.9459
43c6f5,ZZ336,イギリス,2026-08-18 07:09:37,Glasgow Prestwick Airport (PIK / EGPK),55.2463,-4.5239
4682a6,678,ギリシャ,2026-08-18 07:09:37,Thessaloniki Macedonia International Airport (SKG / LGTS),40.081,23.1863
800c01,K7066,インド,2026-08-18 07:09:37,Maharana Pratap Airport (UDR / VAUD),24.2195,73.7767
885334,HS-TYT,タイ王国,2026-08-18 07:52:40,Nakhon Ratchasima Airport (NAK / VTUQ),15.2081,102.1754
800585,K7066,インド,2026-08-18 07:52:40,Indira Gandhi International Airport (DEL / VIDP),28.5771,77.0434
477ff5,605,ハンガリー,2026-08-18 07:52:40,Taszár Air Base (--- / LHTA),46.757,17.9743
477ff4,604,ハンガリー,2026-08-18 07:52:40,Graf Ignatievo Air Base (--- / LBPG),42.0881,24.0767
04c030,KAF308,ケニア,2026-08-18 07:52:40,Nakuru Lanet Airport (NUU / HKNK),-0.4324,35.6389
43c6f5,ZZ336,イギリス,2026-08-18 07:52:40,Humberside Airport (HUY / EGNJ),54.9855,2.1061
4682a6,678,ギリシャ,2026-08-18 07:52:40,Çanakkale Airport (CKZ / LTBH),39.8135,25.1719
800c01,K7066,インド,2026-08-18 07:52:40,Agra Airport / Agra Air Force Station (AGR / VIAG),26.9466,77.6712
800585,K7066,インド,2026-08-18 08:22:40,Kota Airport (KTU / VIKO),25.5272,75.3393
354556,T.22-2,スペイン,2026-08-18 08:22:40,Córdoba Airport (ODB / LEBA),38.104,-5.3764
48d980,0110,ポーランド,2026-08-18 08:22:40,Leźnica Wielka Air Base (--- / EPLY),52.1641,19.4375
48d960,0001,ポーランド,2026-08-18 08:22:40,Powidz Military Air Base (--- / EPPW),52.5717,17.5851
477ff5,605,ハンガリー,2026-08-18 08:22:40,Trieste Airport (TRS / LIPQ),45.8561,13.2267
477ff4,604,ハンガリー,2026-08-18 08:22:40,Chios Island National Airport (JKH / LGHI),38.4184,25.6703
43c6f5,ZZ336,イギリス,2026-08-18 08:22:40,Newcastle International Airport (NCL / EGNT),55.6315,2.4252
4682a6,678,ギリシャ,2026-08-18 08:22:40,Skiathos Island National Airport (JSI / LGSK),39.1888,23.439
894016,A9C-HWR,バーレーン,2026-08-18 09:00:36,Cranfield Airport (--- / EGTC),52.0791,-0.6104
3542c5,T.18-5,スペイン,2026-08-18 09:00:36,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5173,-3.4204
354556,T.22-2,スペイン,2026-08-18 09:00:36,Mohammed V International Airport (CMN / GMMN),34.3609,-8.887
48d980,0110,ポーランド,2026-08-18 09:00:36,Solidarity Szczecin–Goleniów Airport (SZZ / EPSC),53.5654,14.9398
477ff5,605,ハンガリー,2026-08-18 09:00:36,Nice-Côte d'Azur Airport (NCE / LFMN),43.9019,7.2712
477ff4,604,ハンガリー,2026-08-18 09:00:36,Antalya International Airport (AYT / LTAI),35.1751,30.1699
4b7f44,T-751,スイス,2026-08-18 09:00:36,Karlsruhe Baden-Baden Airport (FKB / EDSB),49.0082,8.4946
43c6f5,ZZ336,イギリス,2026-08-18 09:00:36,Humberside Airport (HUY / EGNJ),54.5204,2.0078
20103f,V5-GON,ナミビア,2026-08-18 09:00:36,Mmabatho International Airport (MBD / FAMM),-25.5536,25.6238
4682a6,678,ギリシャ,2026-08-18 09:00:36,Elefsis Air Base (--- / LGEL),38.0027,23.5627
894016,A9C-HWR,バーレーン,2026-08-18 09:41:26,Spangdahlem Air Base (SPM / ETAD),50.1935,5.9828
3542c5,T.18-5,スペイン,2026-08-18 09:41:26,Seve Ballesteros-Santander Airport (SDR / LEXJ),42.9735,-3.7849
354556,T.22-2,スペイン,2026-08-18 09:41:26,César Manrique-Lanzarote Airport (ACE / GCRR),30.4635,-12.4105
48d980,0110,ポーランド,2026-08-18 09:41:26,Solidarity Szczecin–Goleniów Airport (SZZ / EPSC),53.5521,14.9656
48d960,0001,ポーランド,2026-08-18 09:41:26,Warsaw Chopin Airport (WAW / EPWA),52.0367,20.7281
477ff4,604,ハンガリー,2026-08-18 09:41:26,Beirut Rafic Hariri International Airport (BEY / OLBA),34.0225,35.4281
04c030,KAF308,ケニア,2026-08-18 09:41:26,Nairobi Wilson Airport (WIL / HKNW),-1.3067,36.6621
4b7f44,T-751,スイス,2026-08-18 09:41:26,Saarbrücken Airport (SCN / EDDR),49.3305,7.151
43c6f5,ZZ336,イギリス,2026-08-18 09:41:26,Newcastle International Airport (NCL / EGNT),55.002,-0.3753
882248,HS-HRH,タイ王国,2026-08-18 09:41:26,Suvarnabhumi Airport (BKK / VTBS),13.6215,100.4325
800c01,K7066,インド,2026-08-18 09:41:26,Kota Airport (KTU / VIKO),25.5636,75.3093
800585,K7066,インド,2026-08-18 10:04:11,Belagavi Airport (IXG / VABM),15.4545,74.4453
894016,A9C-HWR,バーレーン,2026-08-18 10:04:11,Mengen-Hohentengen Airfield (--- / EDTM),48.1809,9.5341
3542c5,T.18-5,スペイン,2026-08-18 10:04:11,Seve Ballesteros-Santander Airport (SDR / LEXJ),43.2941,-4.0177
354556,T.22-2,スペイン,2026-08-18 10:04:11,Fuerteventura Airport (FUE / GCFV),28.6768,-13.9918
48d980,0110,ポーランド,2026-08-18 10:04:11,Solidarity Szczecin–Goleniów Airport (SZZ / EPSC),53.6284,14.8187
4b7f44,T-751,スイス,2026-08-18 10:04:11,Fritzlar Army Airfield (FRZ / ETHF),51.1209,9.5677
43c6f5,ZZ336,イギリス,2026-08-18 10:04:11,Teesside International Airport (MME / EGNV),54.9644,0.4593
882248,HS-HRH,タイ王国,2026-08-18 10:04:11,Chumphon Airport (CJM / VTSE),10.9336,100.6233
885336,HS-TYV,タイ王国,2026-08-18 10:40:44,Camden Airport (CDU / YSCN),-34.2097,150.8213
894016,A9C-HWR,バーレーン,2026-08-18 10:40:44,Pula Airport (PUY / LDPL),44.3195,13.4558
3542c5,T.18-5,スペイン,2026-08-18 10:40:44,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5184,-3.419
48d980,0110,ポーランド,2026-08-18 10:40:44,Solidarity Szczecin–Goleniów Airport (SZZ / EPSC),53.5085,14.8059
477ff5,605,ハンガリー,2026-08-18 10:40:44,Nice-Côte d'Azur Airport (NCE / LFMN),43.6712,7.2754
477ff4,604,ハンガリー,2026-08-18 10:40:44,Beirut Rafic Hariri International Airport (BEY / OLBA),34.1224,34.8829
43c6f5,ZZ336,イギリス,2026-08-18 10:40:44,Newcastle International Airport (NCL / EGNT),55.0855,-0.5103
800c01,K7066,インド,2026-08-18 10:40:44,Navi Mumbai International Airport (NMI / IN-0276),18.9846,73.4265
7cf9c9,A39-007,オーストラリア,2026-08-18 11:02:34,RAAF Base Amberley (--- / YAMB),-27.5609,152.6788
885336,HS-TYV,タイ王国,2026-08-18 11:02:34,Canberra Airport (CBR / YSCB),-35.4932,149.3905
894016,A9C-HWR,バーレーン,2026-08-18 11:02:34,Abruzzo Airport (PSR / LIBP),43.0163,15.0125
48d980,0110,ポーランド,2026-08-18 11:02:34,Inowroclaw Military Air Base (--- / EPIR),52.5145,18.6458
600bc0,4K-AI08,アゼルバイジャン,2026-08-18 11:02:34,Ganja International Airport (GNJ / UBBG),40.6378,46.8453
477ff5,605,ハンガリー,2026-08-18 11:02:34,Parma Airport (PMF / LIMP),44.8527,10.6627
477ff4,604,ハンガリー,2026-08-18 11:02:34,RAF Akrotiri (AKT / LCRA),34.6168,33.1044
4b7f44,T-751,スイス,2026-08-18 11:02:34,Frankfurt-Egelsbach Airport (--- / EDFE),50.1797,9.6389
43c6f5,ZZ336,イギリス,2026-08-18 11:02:34,Humberside Airport (HUY / EGNJ),54.7962,1.8811
477ff5,605,ハンガリー,2026-08-18 11:34:53,Maribor Edvard Rusjan Airport (MBX / LJMB),46.5455,16.0104
477ff4,604,ハンガリー,2026-08-18 11:34:53,"Rhodes International Airport ""Diagoras"" (RHO / LGRP)",36.2501,27.4891
43c6f5,ZZ336,イギリス,2026-08-18 11:34:53,Newcastle International Airport (NCL / EGNT),55.8223,-0.0856
800585,K7066,インド,2026-08-18 11:56:40,Rashtrakavi Kuvempu Airport (RQY / IN-0301),13.8326,76.2758
477ff5,605,ハンガリー,2026-08-18 11:56:40,Kecskemét Air Base (--- / LHKE),46.7644,19.6731
477ff4,604,ハンガリー,2026-08-18 11:56:40,Chios Island National Airport (JKH / LGHI),38.6046,25.7053
07a201,3DC-SDF,エスワティニ,2026-08-18 11:56:40,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB (PKU / WIBB),0.658,100.9768
4b7f44,T-751,スイス,2026-08-18 11:56:40,Augsburg Airport (AGB / EDMA),48.4809,11.1251
43c6f5,ZZ336,イギリス,2026-08-18 11:56:40,Newcastle International Airport (NCL / EGNT),55.997,0.4647
354556,T.22-2,スペイン,2026-08-18 12:44:05,César Manrique-Lanzarote Airport (ACE / GCRR),29.1309,-13.5747
477ff4,604,ハンガリー,2026-08-18 12:44:05,Craiova International Airport (CRA / LRCV),43.9484,23.2059
43c6f5,ZZ336,イギリス,2026-08-18 12:44:05,Newcastle International Airport (NCL / EGNT),55.9793,0.2421
0ac3a8,FAC0001,コロンビア,2026-08-18 13:30:34,Baracoa Airport (MGN / SKMG),9.4823,-74.8398
894016,A9C-HWR,バーレーン,2026-08-18 13:30:34,Aktion National Airport (PVK / LGPZ),38.6759,21.1375
354556,T.22-2,スペイン,2026-08-18 13:30:34,Mohammed V International Airport (CMN / GMMN),34.1452,-8.1103
43c6f5,ZZ336,イギリス,2026-08-18 13:30:34,Newcastle International Airport (NCL / EGNT),55.8855,-0.5919
882248,HS-HRH,タイ王国,2026-08-18 13:30:34,Don Mueang International Airport (DMK / VTBD),13.7057,100.3532
800585,K7066,インド,2026-08-18 14:08:42,Agra Airport / Agra Air Force Station (AGR / VIAG),27.0669,77.1679
894016,A9C-HWR,バーレーン,2026-08-18 14:08:42,Heraklion International Nikos Kazantzakis Airport (HER / LGIR),35.5578,24.9225
354556,T.22-2,スペイン,2026-08-18 14:08:42,Málaga-Costa del Sol Airport (AGP / LEMG),36.8363,-4.7497
477ff5,605,ハンガリー,2026-08-18 14:08:42,Zagreb Franjo Tuđman International Airport (ZAG / LDZA),46.1112,16.7601
ae0006,98-0001,アメリカ,2026-08-18 14:08:42,West Woodward Airport (WWR / KWWR),36.8813,-98.8671
43c6f5,ZZ336,イギリス,2026-08-18 14:08:42,Glasgow Prestwick Airport (PIK / EGPK),55.3913,-4.3186
894016,A9C-HWR,バーレーン,2026-08-18 14:50:47,Alexandria International Airport (HBE / HEBA),32.6645,29.9108
894016,A9C-HWR,バーレーン,2026-08-18 15:17:22,Abu Suwayr Air Base (--- / HE35),30.2733,32.1292
506f24,L1-01,スロベニア,2026-08-18 15:50:27,Bolzano Airport (BZO / LIPB),46.4107,11.1239
506f24,L1-01,スロベニア,2026-08-18 16:14:40,Ljubljana Jože Pučnik Airport (LJU / LJLJ),46.1785,14.5458
0d088c,3910,メキシコ,2026-08-18 16:14:40,Querétaro Intercontinental Airport (QRO / MMQT),20.7704,-99.5439
354556,T.22-2,スペイン,2026-08-18 16:50:51,F.G.L. Airport Granada-Jaén Airport (GRX / LEGR),36.9543,-4.1251
e483bb,FAB2591,ブラジル,2026-08-18 16:50:51,Bom Jesus da Lapa Airport (LAZ / SBLP),-13.3419,-45.0299
354556,T.22-2,スペイン,2026-08-18 17:14:55,Getafe Air Base (--- / LEGT),39.7693,-3.3237
ae0006,98-0001,アメリカ,2026-08-18 17:46:35,West Woodward Airport (WWR / KWWR),36.5425,-98.9197
e483bb,FAB2591,ブラジル,2026-08-18 17:46:35,Senador Nilo Coelho Airport (PNZ / SBPL),-9.017,-39.696
c2c363,330002,カナダ,2026-08-18 18:58:13,Michel-Pouliot Gaspé Airport (YGP / CYGP),48.5082,-63.5654
c2c363,330002,カナダ,2026-08-18 19:30:34,Rivière-du-Loup Airport (YRI / CYRI),47.7302,-69.0278
c2c363,330002,カナダ,2026-08-18 19:51:25,Trois-Rivières Airport (YRQ / CYRQ),46.3872,-72.0418
894016,A9C-HWR,バーレーン,2026-08-18 19:51:25,Bahrain International Airport (BAH / OBBI),26.1869,50.7789
c2c363,330002,カナダ,2026-08-18 20:08:47,Montreal Mirabel International Airport (YMX / CYMX),45.6084,-74.5149
ae0006,98-0001,アメリカ,2026-08-18 21:28:56,West Woodward Airport (WWR / KWWR),36.9904,-98.8019
e483bb,FAB2591,ブラジル,2026-08-18 21:28:56,Bom Jesus da Lapa Airport (LAZ / SBLP),-13.9148,-45.1849
ae0006,98-0001,アメリカ,2026-08-18 21:49:39,West Woodward Airport (WWR / KWWR),36.8142,-98.8743
7cfa93,A62-001,オーストラリア,2026-08-18 23:58:56,Canberra Airport (CBR / YSCB),-35.0629,149.2011
e483ba,FAB2590,ブラジル,2026-08-19 01:39:44,Senador Nilo Coelho Airport (PNZ / SBPL),-9.9432,-40.8162
0200cc,CN-MVI,モロッコ,2026-08-19 02:43:42,Sania Ramel Airport (TTU / GMTN),35.8671,-5.1169
7cfa93,A62-001,オーストラリア,2026-08-19 03:31:05,Coonabarabran Airport (COJ / YCBB),-31.4234,149.8254
0200cc,CN-MVI,モロッコ,2026-08-19 03:31:05,Ibiza Airport (IBZ / LEIB),38.962,1.5218
7cfa93,A62-001,オーストラリア,2026-08-19 04:11:08,Canberra Airport (CBR / YSCB),-34.8487,148.7868
